"","League","Area","Team","Name","Position_Raw","School","Hometown","Birthday_Raw","Birthday","Height_Raw","Height","Weight_Raw","Weight","Nationality"
"172","B1","西地区","大阪","長野 誠史","ポジション / PG","東海大九州","石川県","1995年7月7日",1995-07-07,"175cm",175,"75kg",75,"日本"
"173","B1","西地区","大阪","藤高 宗一郎","ポジション / SF","関西大学","大阪府","1991年10月11日",1991-10-11,"190cm",190,"90kg",90,"日本"
"174","B1","西地区","大阪","ファイ・パプ月瑠","ポジション / PF/C","関東学院大学","セネガル","1987年6月22日",1987-06-22,"200cm",200,"101kg",101,"日本"
"175","B1","西地区","大阪","根来 新之助","ポジション / SF/PF","天理大学","大阪府","1987年8月19日",1987-08-19,"195cm",195,"95kg",95,"日本"
"176","B1","西地区","大阪","木下 博之","ポジション / PG/SG","日本体育大学","大阪府","1980年2月18日",1980-02-18,"177cm",177,"71kg",71,"日本"
"177","B1","西地区","大阪","合田 怜","ポジション / PG/SG","大阪学院大学","大阪府","1993年8月31日",1993-08-31,"183cm",183,"77kg",77,"日本"
"178","B1","西地区","大阪","エグゼビア・ギブソン","ポジション / PF/C","フロリダ州立大学","アメリカ合衆国","1988年11月3日",1988-11-03,"210cm",210,"127kg",127,"アメリカ合衆国"
"179","B1","西地区","大阪","熊谷 尚也","ポジション / SF/PF","日本体育大学","福岡県","1990年11月16日",1990-11-16,"195cm",195,"90kg",90,"日本"
"180","B1","西地区","大阪","畠山 俊樹","ポジション / PG","青山学院大学","宮城県","1991年6月18日",1991-06-18,"170cm",170,"73kg",73,"日本"
"181","B1","西地区","大阪","ジョシュ・ハレルソン","ポジション / PF/C","ケンタッキー大学","アメリカ合衆国","1989年2月12日",1989-02-12,"208cm",208,"125kg",125,"アメリカ合衆国"
"182","B1","西地区","京都","伊藤 達哉","ポジション / PG","東海大学","千葉県","1994年11月26日",1994-11-26,"173cm",173,"74kg",74,"日本"
"183","B1","西地区","京都","晴山 ケビン","ポジション / SF","東海大学","岩手県","1993年1月14日",1993-01-14,"191cm",191,"93kg",93,"日本"
"184","B1","西地区","京都","綿貫　瞬","ポジション / PG","神奈川大学","神奈川県","1987年11月2日",1987-11-02,"178cm",178,"70kg",70,"日本"
"185","B1","西地区","京都","岡田　優介","ポジション / SG","青山学院大学","東京都","1984年9月17日",1984-09-17,"185cm",185,"81kg",81,"日本"
"186","B1","西地区","京都","ジュリアン・マブンガ","ポジション / PF","マイアミ大学","ジンバブエ","1990年1月24日",1990-01-24,"203cm",203,"116kg",116,"ジンバブエ"
"187","B1","西地区","京都","内海 慎吾","ポジション / SG","東海大学","北海道","1984年4月28日",1984-04-28,"188cm",188,"88kg",88,"日本"
"188","B1","西地区","京都","頓宮 裕人","ポジション / PF/C","東海大学","滋賀県","1994年1月19日",1994-01-19,"198cm",198,"100kg",100,"日本"
"189","B1","西地区","京都","片岡 大晴","ポジション / SG","白鴎大学","宮城県","1985年12月24日",1985-12-24,"184cm",184,"80kg",80,"日本"
"190","B1","西地区","福岡","遥 天翼","ポジション / SF","東海大学","中国","1988年10月6日",1988-10-06,"194cm",194,"95kg",95,"見做し日本人"
"191","B1","西地区","福岡","山下 泰弘","ポジション / PG","明治大学","福岡県","1986年5月19日",1986-05-19,"187cm",187,"81kg",81,"日本"
"192","B1","西地区","福岡","小林 大祐","ポジション / SG","慶應義塾大学","福岡県","1987年6月24日",1987-06-24,"189cm",189,"88kg",88,"日本"
"193","B1","西地区","福岡","薦田 拓也","ポジション / SF","福岡大学","福岡県","1987年7月15日",1987-07-15,"190cm",190,"88kg",88,"日本"
"194","B1","西地区","福岡","波多野 和也","ポジション / SF/PF","専修大学","ブラジル","1982年4月19日",1982-04-19,"195cm",195,"95kg",95,"日本"
"195","B1","西地区","福岡","エリック・ジェイコブセン","ポジション / PF/C","アリゾナ州立大学","アメリカ","1994年6月2日",1994-06-02,"208cm",208,"108kg",108,"アメリカ合衆国"
"196","B1","西地区","福岡","津山 尚大","ポジション / PG","福岡大学附属大濠高校","沖縄県","1996年4月16日",1996-04-16,"180cm",180,"79kg",79,"日本"
"197","B1","西地区","福岡","青木 ブレイク","ポジション / PF/C","ニューヨーク市立大学シティカレッジ","アメリカ合衆国","1993年11月13日",1993-11-13,"202cm",202,"95kg",95,"日本"
"198","B1","西地区","福岡","ベンジャミン・ローソン","ポジション / C","ウェスタンケンタッキー大学","イギリス","1995年6月12日",1995-06-12,"216cm",216,"104kg",104,"ジョージア"
"199","B1","西地区","福岡","石谷 聡","ポジション / PG","福岡大学","福岡県","1985年6月19日",1985-06-19,"177cm",177,"73kg",73,"日本"
"200","B1","西地区","福岡","城宝 匡史","ポジション / SG","大阪商業大学","北海道","1982年4月24日",1982-04-24,"183cm",183,"83kg",83,"日本"
"201","B1","西地区","福岡","加納 誠也","ポジション / SF/PF","筑波大学","愛知県","1989年4月9日",1989-04-09,"196cm",196,"95kg",95,"日本"
"202","B1","西地区","琉球","石崎 巧","ポジション / PG/SG","東海大学","福井県","1984年7月6日",1984-07-06,"188cm",188,"87kg",87,"日本"
"203","B1","西地区","琉球","橋本 竜馬","ポジション / PG","青山学院大学","福岡県","1988年5月11日",1988-05-11,"178cm",178,"81kg",81,"日本"
"204","B1","西地区","琉球","並里 成","ポジション / PG","福岡第一高校","沖縄県","1989年8月7日",1989-08-07,"172cm",172,"72kg",72,"日本"
"205","B1","西地区","琉球","金城　茂之","ポジション / SG/SF","大東文化大学","沖縄県","1984年11月23日",1984-11-23,"185cm",185,"80kg",80,"日本"
"206","B1","西地区","琉球","須田 侑太郎","ポジション / SG/SF","東海大学","北海道","1992年1月3日",1992-01-03,"187cm",187,"87kg",87,"日本"
"207","B1","西地区","琉球","ジェフ・エアーズ","ポジション / PF","アリゾナ州立大学","アメリカ","1987年4月29日",1987-04-29,"206cm",206,"109kg",109,"アメリカ合衆国"
"208","B1","西地区","琉球","岸本 隆一","ポジション / PG/SG","大東文化大学","沖縄県","1990年5月17日",1990-05-17,"176cm",176,"75kg",75,"日本"
"209","B1","西地区","琉球","寒竹 隼人","ポジション / PF","拓殖大学","福岡県","1986年8月1日",1986-08-01,"194cm",194,"85kg",85,"日本"
"210","B1","西地区","琉球","田代 直希","ポジション / SF","専修大学","千葉県","1993年6月24日",1993-06-24,"188cm",188,"90kg",90,"日本"
"211","B1","西地区","琉球","アイラ・ブラウン","ポジション / PF","ゴンザガ大学","アメリカ","1982年8月3日",1982-08-03,"193cm",193,"105kg",105,"帰化"
"212","B1","西地区","琉球","ジョシュ・スコット","ポジション / C","コロラド大学","アメリカ","1993年7月13日",1993-07-13,"209cm",209,"111kg",111,"アメリカ合衆国"
"213","B1","西地区","琉球","古川 孝敏","ポジション / SF","東海大学","兵庫県","1987年10月20日",1987-10-20,"190cm",190,"92kg",92,"日本"
"214","B2","東地区","青森","會田 圭佑","ポジション / PG","明治大学","茨城県","1995年3月29日",1995-03-29,"182cm",182,"82kg",82,"日本"
"215","B2","東地区","青森","カレン・ルッソ","ポジション / SF/PF","カリフォルニア州立大学フレズノ校","アメリカ合衆国","1994年2月1日",1994-02-01,"206cm",206,"108kg",108,"アメリカ合衆国"
"216","B2","東地区","青森","鮫島 和人","ポジション / PG","日本経済大学","鹿児島県","1992年11月7日",1992-11-07,"171cm",171,"71kg",71,"日本"
"217","B2","東地区","青森","佐野 太一","ポジション / PG/SG","日本大学","滋賀県","1993年11月29日",1993-11-29,"177cm",177,"75kg",75,"日本"
"218","B2","東地区","青森","野里 惇貴","ポジション / SG","八戸学院大学","青森県","1994年10月3日",1994-10-03,"180cm",180,"80kg",80,"日本"
"219","B2","東地区","青森","菅 俊男","ポジション / SF","国士舘大学","東京都","1994年2月26日",1994-02-26,"184cm",184,"86kg",86,"日本"
"220","B2","東地区","青森","橋本 龍弥","ポジション / PG","八戸工業高等学校","青森県","1997年5月10日",1997-05-10,"178cm",178,"74kg",74,"日本"
"221","B2","東地区","青森","門馬 圭二郎","ポジション / SG/SF","日本大学","北海道","1994年11月15日",1994-11-15,"185cm",185,"86kg",86,"日本"
"222","B2","東地区","青森","ユリアス・ユツィカス","ポジション / PF/C","クライペダ大学","リトアニア","1989年10月20日",1989-10-20,"205cm",205,"115kg",115,"リトアニア"
"223","B2","東地区","青森","臼井 弘樹","ポジション / PF","国士館大学","長野県","1996年1月11日",1996-01-11,"193cm",193,"100kg",100,"日本"
"224","B2","東地区","青森","船山 裕士","ポジション / PF","九州産業大学","奈良県","1992年7月13日",1992-07-13,"190cm",190,"93kg",93,"日本"
"225","B2","東地区","山形","中島 良史","ポジション / PG/SG","天理大学","高知県","1990年9月25日",1990-09-25,"176cm",176,"78kg",78,"日本"
"226","B2","東地区","山形","高松 勇介","ポジション / PG","九州産業大学","福岡県","1991年1月30日",1991-01-30,"168cm",168,"67kg",67,"日本"
"227","B2","東地区","山形","岩田 涼太","ポジション / SG/SF","東海大学","神奈川県","1992年6月19日",1992-06-19,"187cm",187,"87kg",87,"日本"
"228","B2","東地区","山形","古橋 広樹","ポジション / SG/SF","神奈川大学","静岡県","1992年1月4日",1992-01-04,"185cm",185,"85kg",85,"日本"
"229","B2","東地区","山形","佐藤 正成","ポジション / SG/SF","東海大学","山形県","1991年7月23日",1991-07-23,"187cm",187,"82kg",82,"日本"
"230","B2","東地区","山形","秋山 熙","ポジション / PG","専修大学","千葉県","1995年8月31日",1995-08-31,"174cm",174,"77kg",77,"日本"
"231","B2","東地区","山形","高濱 拓矢","ポジション / SG","東海大学九州","熊本県","1990年5月25日",1990-05-25,"184cm",184,"80kg",80,"日本"
"232","B2","東地区","山形","チュクゥディエベレ・マドゥアバム","ポジション / PF/C","イェシーバー大学","ナイジェリア","1991年3月19日",1991-03-19,"206cm",206,"110kg",110,"ナイジェリア"
"233","B2","東地区","山形","ウィル・ヘンリー","ポジション / SF/PF","ボウディン大学","アメリカ","1990年3月12日",1990-03-12,"204cm",204,"93kg",93,"アメリカ合衆国"
"234","B2","東地区","山形","ブレット・ビスピン","ポジション / PF/C","シエナ大学","アメリカ","1993年9月17日",1993-09-17,"204cm",204,"106kg",106,"アメリカ合衆国"
"235","B2","東地区","山形","河野 誠司","ポジション / PG","関東学院大学","宮崎県","1989年8月14日",1989-08-14,"172cm",172,"72kg",72,"日本"
"236","B2","東地区","山形","伊澤 実孝","ポジション / SF/PF","明治大学","愛知県","1993年11月22日",1993-11-22,"195cm",195,"99kg",99,"日本"
"237","B2","東地区","山形","赤土 裕典","ポジション / SF/PF","日本体育大学","岐阜県","1994年4月30日",1994-04-30,"192cm",192,"99kg",99,"日本"
"238","B2","東地区","仙台","タイラー・ハリス","ポジション / PF","Auburn University","アメリカ","1993年9月1日",1993-09-01,"206cm",206,"97kg",97,"アメリカ合衆国"
"239","B2","東地区","仙台","ダニエル・ミラー","ポジション / C","ジョージア工科大学","アメリカ合衆国","1991年7月1日",1991-07-01,"211cm",211,"122kg",122,"アメリカ合衆国"
"240","B2","東地区","仙台","新号 健","ポジション / PG","日本大学","東京都","1995年4月10日",1995-04-10,"175cm",175,"73kg",73,"日本"
"241","B2","東地区","仙台","澤邉 圭太","ポジション / SG","大阪学院大学","熊本県","1995年3月5日",1995-03-05,"184cm",184,"85kg",85,"日本"
"242","B2","東地区","仙台","月野 雅人","ポジション / PG","鹿屋体育大学","宮崎県","1988年12月1日",1988-12-01,"178cm",178,"78kg",78,"日本"
"243","B2","東地区","仙台","菅澤 紀行","ポジション / PF","鹿屋体育大学","茨城県","1987年2月3日",1987-02-03,"192cm",192,"87kg",87,"日本"
"244","B2","東地区","仙台","白戸 大聖","ポジション / SG","東海大学","静岡県","1995年5月25日",1995-05-25,"182cm",182,"78kg",78,"日本"
"245","B2","東地区","仙台","泉 秀岳","ポジション / SF","順天堂大学","埼玉県","1991年11月27日",1991-11-27,"190cm",190,"91kg",91,"日本"
"246","B2","東地区","仙台","宮本 滉希","ポジション / PF","明治大学","宮城県","1995年7月25日",1995-07-25,"193cm",193,"95kg",95,"日本"
"247","B2","東地区","仙台","安部 潤","ポジション / PG/SG","東海大学","島根県","1986年4月14日",1986-04-14,"177cm",177,"72kg",72,"日本"
"248","B2","東地区","福島","徳川 慎之介","ポジション / SG","東海大学","佐賀県","1993年6月10日",1993-06-10,"187cm",187,"86kg",86,"日本"
"249","B2","東地区","福島","猪狩 渉","ポジション / PG","IMGアカデミー","福島県","1996年4月24日",1996-04-24,"168cm",168,"72kg",72,"日本"
"250","B2","東地区","福島","村上 慎也","ポジション / PG","九州共立大学","福岡県","1991年3月5日",1991-03-05,"172cm",172,"64kg",64,"日本"
"251","B2","東地区","福島","神原 裕司","ポジション / PG/SG","関西外国語大学","長崎県","1989年10月25日",1989-10-25,"183cm",183,"76kg",76,"日本"
"252","B2","東地区","福島","川満 寿史","ポジション / SF","東海大学熊本キャンパス","沖縄県","1990年11月14日",1990-11-14,"188cm",188,"80kg",80,"日本"
"253","B2","東地区","福島","鈴木 大","ポジション / PG/SG","新潟経営大学","山形県","1990年9月12日",1990-09-12,"183cm",183,"75kg",75,"日本"
"254","B2","東地区","福島","イバン・ラベネル","ポジション / PF","オハイオ州立大学","フロリダ州","1989年11月24日",1989-11-24,"203cm",203,"118kg",118,"アメリカ合衆国"
"255","B2","東地区","福島","武藤 修平","ポジション / PF","筑波大学","茨城県","1991年12月27日",1991-12-27,"192cm",192,"90kg",90,"日本"
"256","B2","東地区","福島","前田 陽介","ポジション / PF","関東学院大学","宮崎県","1989年7月18日",1989-07-18,"188cm",188,"85kg",85,"日本"
"257","B2","東地区","福島","クリス・ブレディ","ポジション / C","モンマス大学","ニューヨーク州","1995年9月15日",1995-09-15,"208cm",208,"113kg",113,"アメリカ合衆国"
"258","B2","東地区","福島","安慶 大樹","ポジション / PF","福岡大学","鹿児島県","1992年6月18日",1992-06-18,"191cm",191,"85kg",85,"日本"
"259","B2","東地区","茨城","ジョシュ・デービス","ポジション / PF","サンディエゴ州立大学","アメリカ","1991年1月22日",1991-01-22,"203cm",203,"97kg",97,"アメリカ合衆国"
"260","B2","東地区","茨城","福澤 晃平","ポジション / PG/SG","関西大学","長野県","1993年4月2日",1993-04-02,"176cm",176,"77kg",77,"日本"
"261","B2","東地区","茨城","友利 健哉","ポジション / PG","専修大学","沖縄県","1984年8月12日",1984-08-12,"177cm",177,"75kg",75,"日本"
"262","B2","東地区","茨城","須田 昂太郎","ポジション / SG/SF","白<U+9DD7>大学","北海道","1995年6月8日",1995-06-08,"184cm",184,"79kg",79,"日本"
"263","B2","東地区","茨城","ジャーラ 志多斗","ポジション / C","浜松大学","セネガル","1990年7月15日",1990-07-15,"210cm",210,"100kg",100,"日本"
"264","B2","東地区","茨城","髙橋 祐二","ポジション / PG","国士舘大学","千葉県","1991年5月6日",1991-05-06,"183cm",183,"74kg",74,"日本"
"265","B2","東地区","茨城","久保田 遼","ポジション / PF","早稲田大学","大分県","1989年12月11日",1989-12-11,"198cm",198,"96kg",96,"日本"
"266","B2","東地区","茨城","コナー・ラマート","ポジション / PF","テキサス大学","アメリカ","1994年8月31日",1994-08-31,"206cm",206,"107kg",107,"アメリカ合衆国"
"267","B2","東地区","茨城","平尾 充庸","ポジション / PG","天理大学","徳島県","1989年4月4日",1989-04-04,"178cm",178,"74kg",74,"日本"
"268","B2","東地区","茨城","眞庭 城聖","ポジション / SF","日本体育大学","福岡県","1986年5月27日",1986-05-27,"193cm",193,"93kg",93,"日本"
"269","B2","東地区","茨城","カール・バプティスト","ポジション / PF","デラウェア大学","アメリカ","1990年12月31日",1990-12-31,"208cm",208,"118kg",118,"アメリカ合衆国"
"270","B2","東地区","茨城","横尾 逹泰","ポジション / SG/SF","明治大学","愛知県","1985年2月28日",1985-02-28,"186cm",186,"86kg",86,"日本"
"271","B2","東地区","群馬","小淵 雅","ポジション / PG/SG","専修大学","群馬県","1983年9月12日",1983-09-12,"182cm",182,"80kg",80,"日本"
"272","B2","東地区","群馬","トーマス・ケネディ","ポジション / SF/PF","デトロイトメルシー大学","米国","1987年5月17日",1987-05-17,"201cm",201,"95kg",95,"アメリカ合衆国"
"273","B2","東地区","群馬","佐竹 宥哉","ポジション / SF","東海大学九州","北海道","1995年6月20日",1995-06-20,"188cm",188,"75kg",75,"日本"
"274","B2","東地区","群馬","古牧 昌也","ポジション / SG","日本大学","千葉県","1993年6月19日",1993-06-19,"186cm",186,"83kg",83,"日本"
"275","B2","東地区","群馬","新川 敬大","ポジション / SG/SF","早稲田大学","群馬県","1995年5月3日",1995-05-03,"185cm",185,"87kg",87,"日本"
"276","B2","東地区","群馬","藤原 隆充","ポジション / PG/SG","九州産業大学","福岡県","1978年7月16日",1978-07-16,"183cm",183,"85kg",85,"日本"
"277","B2","東地区","群馬","佐藤 文哉","ポジション / PG/SG","仙台大学","宮城県","1990年7月4日",1990-07-04,"170cm",170,"75kg",75,"日本"
"278","B2","東地区","群馬","嶋田 基志","ポジション / C","東海大学","愛知県","1987年5月7日",1987-05-07,"197cm",197,"100kg",100,"日本"
"279","B2","東地区","群馬","中野 広大","ポジション / SG","法政大学","神奈川県","1994年5月8日",1994-05-08,"183cm",183,"81kg",81,"日本"
"280","B2","東地区","群馬","アブドゥーラ・クウソー","ポジション / C","ゴンザガ大学","ナイジェリア","1984年2月17日",1984-02-17,"206cm",206,"112kg",112,"ナイジェリア"
"281","B2","東地区","群馬","喜久山 貴一","ポジション / PG","順天堂大学","沖縄県","1992年4月26日",1992-04-26,"178cm",178,"75kg",75,"日本"
"282","B2","東地区","群馬","根東 裕隆","ポジション / PG/SG","天理大学","徳島県","1982年6月29日",1982-06-29,"185cm",185,"88kg",88,"日本"
"283","B2","中地区","東京Z","増子 匠","ポジション / SF","神奈川大学","埼玉県","1991年1月9日",1991-01-09,"187cm",187,"86kg",86,"日本"
"284","B2","中地区","東京Z","ウィル・クリークモア","ポジション / PF/C","ミズーリ州立大学","アメリカ","1989年4月9日",1989-04-09,"206cm",206,"100kg",100,"アメリカ合衆国"
"285","B2","中地区","東京Z","小島 佑太","ポジション / SF/PF","拓殖大学","栃木県","1983年10月31日",1983-10-31,"192cm",192,"88kg",88,"日本"
"286","B2","中地区","東京Z","モガ・ラド","ポジション / PF/C","キャンベル大学","アメリカ","1995年11月23日",1995-11-23,"203cm",203,"97kg",97,"アメリカ合衆国"
"287","B2","中地区","東京Z","ナイジェル・スパイクス","ポジション / PF/C","マーシャル大学","アメリカ","1989年10月18日",1989-10-18,"209cm",209,"108kg",108,"アメリカ合衆国"
"288","B2","中地区","東京Z","柏倉 哲平","ポジション / PG","青山学院大学","山形県","1995年1月20日",1995-01-20,"180cm",180,"82kg",82,"日本"
"289","B2","中地区","東京Z","河相 智志","ポジション / SG","広島県立戸手高等学校","広島県","1982年3月29日",1982-03-29,"182cm",182,"83kg",83,"日本"
"290","B2","中地区","東京Z","西山 達哉","ポジション / PG/SG","駒澤大学","神奈川県","1988年7月20日",1988-07-20,"172cm",172,"68kg",68,"日本"
"291","B2","中地区","東京Z","高山 師門","ポジション / PF","東海大学","東京都","1990年4月22日",1990-04-22,"188cm",188,"86kg",86,"日本"
"292","B2","中地区","東京Z","輪島 射矢","ポジション / SG","アップルスポーツカレッジ","北海道","1985年10月12日",1985-10-12,"176cm",176,"78kg",78,"日本"
"293","B2","中地区","東京Z","村越 圭佑","ポジション / PF","筑波大学","静岡県","1994年3月16日",1994-03-16,"195cm",195,"100kg",100,"日本"
"294","B2","中地区","八王子","浅野 崇史","ポジション / SF","専修大学","神奈川県","1985年10月11日",1985-10-11,"193cm",193,"84kg",84,"日本"
"295","B2","中地区","八王子","池田 裕介","ポジション / SG","江戸川大学","福岡県","1988年11月10日",1988-11-10,"180cm",180,"73kg",73,"日本"
"296","B2","中地区","八王子","大城 侑朔","ポジション / PG","日本体育大学","沖縄県","1995年3月1日",1995-03-01,"180cm",180,"80kg",80,"日本"
"297","B2","中地区","八王子","亀崎 光博","ポジション / SF","柏高等学校","千葉県","1986年10月7日",1986-10-07,"189cm",189,"82kg",82,"日本"
"298","B2","中地区","八王子","ウェスリー・ミッター","ポジション / PG","ミズーリ・ウェスタン州立大学","神奈川県","1994年8月20日",1994-08-20,"180cm",180,"77kg",77,"日本"
"299","B2","中地区","八王子","藤岡 昂希","ポジション / SF","専修大学","千葉県","1991年7月18日",1991-07-18,"191cm",191,"90kg",90,"日本"
"300","B2","中地区","八王子","セオン・エディ","ポジション / SG","コロンビア大学","東京都","1991年1月15日",1991-01-15,"190cm",190,"86kg",86,"日本"
"301","B2","中地区","八王子","ルブライアン・ナッシュ","ポジション / SF","オクラホマ州立大学","アメリカ","1992年6月30日",1992-06-30,"201cm",201,"107kg",107,"アメリカ合衆国"
"302","B2","中地区","八王子","地久里 謙成","ポジション / SF","天理大学","鹿児島県","1992年1月30日",1992-01-30,"187cm",187,"85kg",85,"日本"
"303","B2","中地区","八王子","秋葉 真司","ポジション / SG","明治大学","山形県","1993年9月10日",1993-09-10,"185cm",185,"84kg",84,"日本"
"304","B2","中地区","八王子","アレクサンダー・ジョーンズ","ポジション / C","シアトル大学","アメリカ","1987年10月17日",1987-10-17,"206cm",206,"105kg",105,"アメリカ合衆国"
"305","B2","中地区","八王子","大金 広弥","ポジション / PG","国際武道大学","茨城県","1989年12月21日",1989-12-21,"180cm",180,"72kg",72,"日本"
"306","B2","中地区","金沢","デンゼル・ボウルズ","ポジション / PF","ジェームズマディソン大学","米国","1989年5月1日",1989-05-01,"208cm",208,"116kg",116,"アメリカ合衆国"
"307","B2","中地区","金沢","八幡 圭祐","ポジション / SF","アラヌイ高校","神奈川県","1991年2月25日",1991-02-25,"181cm",181,"76kg",76,"日本"
"308","B2","中地区","金沢","ライアン・リード","ポジション / PF","フロリダ州立大学","米国","1986年10月30日",1986-10-30,"204cm",204,"107kg",107,"アメリカ合衆国"
"309","B2","中地区","金沢","柳川 龍之介","ポジション / SF","白鴎大学","宮城県","1991年6月11日",1991-06-11,"188cm",188,"84kg",84,"日本"
"310","B2","中地区","金沢","木田 貴明","ポジション / SF","青山学院大学","石川県","1995年7月16日",1995-07-16,"187cm",187,"87kg",87,"日本"
"311","B2","中地区","金沢","井上 裕介","ポジション / PF","筑波大学","滋賀県","1982年9月7日",1982-09-07,"195cm",195,"98kg",98,"日本"
"312","B2","中地区","金沢","本間 遼太郎","ポジション / PG/SG","日本体育大学","新潟県","1992年10月13日",1992-10-13,"173cm",173,"75kg",75,"日本"
"313","B2","中地区","金沢","鈴木 豊","ポジション / SF/PF","大東文化大学","北海道","1986年5月2日",1986-05-02,"190cm",190,"85kg",85,"日本"
"314","B2","中地区","金沢","武田 倫太郎","ポジション / PG/SG","大阪体育大学","兵庫県","1991年6月8日",1991-06-08,"175cm",175,"75kg",75,"日本"
"315","B2","中地区","金沢","与那嶺 翼","ポジション / PG","日本体育大学","沖縄県","1983年5月13日",1983-05-13,"172cm",172,"70kg",70,"日本"
"316","B2","中地区","金沢","井手 勇次","ポジション / SG/SF","早稲田大学","埼玉県","1988年6月8日",1988-06-08,"181cm",181,"83kg",83,"日本"
"317","B2","中地区","信州","蒲谷 正之","ポジション / SG","日本大学","神奈川県","1982年7月2日",1982-07-02,"183cm",183,"80kg",80,"日本"
"318","B2","中地区","信州","武井 弘明","ポジション / PG","國學院大學","長野県","1991年7月31日",1991-07-31,"185cm",185,"75kg",75,"日本"
"319","B2","中地区","信州","齋藤 崇人","ポジション / PG","日本大学","新潟県","1985年5月10日",1985-05-10,"184cm",184,"79kg",79,"日本"
"320","B2","中地区","信州","石川 海斗","ポジション / PG","日本大学","東京都","1990年11月30日",1990-11-30,"170cm",170,"72kg",72,"日本"
"321","B2","中地区","信州","栗原 ルイス","ポジション / SG","ウィッティア大学","アメリカ","1996年11月3日",1996-11-03,"188cm",188,"86kg",86,"アメリカ合衆国"
"322","B2","中地区","信州","佐藤 託矢","ポジション / PF","青山学院大学","大阪府","1983年8月25日",1983-08-25,"198cm",198,"102kg",102,"日本"
"323","B2","中地区","信州","飯田 遼","ポジション / PG/SG","拓殖大学","長野県","1995年4月11日",1995-04-11,"185cm",185,"86kg",86,"日本"
"324","B2","中地区","信州","大崎 裕太","ポジション / PG/SG","青山学院大学","茨城県","1994年6月1日",1994-06-01,"177cm",177,"77kg",77,"日本"
"325","B2","中地区","信州","上杉 翔","ポジション / SF/PF","拓殖大学","福島県","1990年2月9日",1990-02-09,"192cm",192,"90kg",90,"日本"
"326","B2","中地区","信州","三ツ井 利也","ポジション / SF/PF","東海大学","長野県","1994年6月2日",1994-06-02,"190cm",190,"95kg",95,"日本"
"327","B2","中地区","信州","ウェイン・マーシャル","ポジション / C","テンプル大学","アメリカ","1986年1月7日",1986-01-07,"211cm",211,"130kg",130,"アメリカ合衆国"
"328","B2","中地区","信州","アンソニー・マクヘンリー","ポジション / PF/C","ジョージア工科大学","アメリカ","1983年4月16日",1983-04-16,"202cm",202,"101kg",101,"アメリカ合衆国"
"329","B2","中地区","FE名古屋","山本 エドワード","ポジション / PG","大東文化大学","鳥取県","1986年12月2日",1986-12-02,"174cm",174,"83kg",83,"日本"
"330","B2","中地区","FE名古屋","宮崎 恭行","ポジション / PG","名古屋大谷高校","三重県","1986年1月27日",1986-01-27,"170cm",170,"68kg",68,"日本"
"331","B2","中地区","FE名古屋","伊藤 大","ポジション / SG","甲南大学","愛知県","1985年7月30日",1985-07-30,"182cm",182,"81kg",81,"日本"
"332","B2","中地区","FE名古屋","杉本 慶","ポジション / SG","中京大学","滋賀県","1992年7月9日",1992-07-09,"182cm",182,"80kg",80,"日本"
"333","B2","中地区","FE名古屋","野崎 零也","ポジション / SG","白<U+9DD7>大学（在学中）","佐賀県","1995年9月8日",1995-09-08,"185cm",185,"83kg",83,"日本"
"334","B2","中地区","FE名古屋","兒玉 貴通","ポジション / PG","大東文化大学","福岡県","1992年6月11日",1992-06-11,"166cm",166,"66kg",66,"日本"
"335","B2","中地区","FE名古屋","シェリフ・ソウ","ポジション / SF/PF","近畿大学","セネガル","1992年12月15日",1992-12-15,"201cm",201,"85kg",85,"セネガル"
"336","B2","中地区","FE名古屋","坂本 健","ポジション / PF","東海大学","静岡県","1989年6月25日",1989-06-25,"193cm",193,"96kg",96,"日本"
"337","B2","中地区","FE名古屋","飛田 浩明","ポジション / SG/SF","日本大学","茨城県","1990年8月18日",1990-08-18,"185cm",185,"89kg",89,"日本"
"338","B2","中地区","FE名古屋","ジョシュ・ホーキンソン","ポジション / PF/C","ワシントン州立大学","米国","1995年6月23日",1995-06-23,"208cm",208,"106kg",106,"アメリカ合衆国"
"339","B2","中地区","FE名古屋","ギャレット・スタツ","ポジション / C","ウィチタ州立大学","アメリカ","1990年2月10日",1990-02-10,"214cm",214,"115kg",115,"アメリカ合衆国"
"340","B2","中地区","FE名古屋","伊藤 大和","ポジション / PG/SG","中京大","愛知県","1995年7月19日",1995-07-19,"185cm",185,"70kg",70,"日本"
"341","B2","中地区","FE名古屋","高村 成寿","ポジション / PF","浜松大学","栃木県","1984年8月6日",1984-08-06,"194cm",194,"96kg",96,"日本"
"342","B2","中地区","西宮","上原 壮大郎","ポジション / PG","東海大学","山梨県","1994年8月10日",1994-08-10,"170cm",170,"68kg",68,"日本"
"343","B2","中地区","西宮","ドゥレイロン・バーンズ","ポジション / SG/SF","ディポール大学","アメリカ","1985年4月11日",1985-04-11,"194cm",194,"95kg",95,"アメリカ合衆国"
"344","B2","中地区","西宮","松崎 賢人","ポジション / PG","拓殖大学","兵庫県","1988年5月17日",1988-05-17,"178cm",178,"70kg",70,"日本"
"345","B2","中地区","西宮","大塚 勇人","ポジション / PG","早稲田大学","埼玉県","1990年4月3日",1990-04-03,"173cm",173,"69kg",69,"日本"
